state,postcode,individuals_2003-04,median_taxable_income_2003-04,average_taxable_income_2003-04,individuals_2013-14,median_taxable_income_2013-14,average_taxable_income_2013-14,individuals_2014-15,median_taxable_income_2014-15,average_taxable_income_2014-15,individuals_2015-16,median_taxable_income_2015-16,average_taxable_income_2015-16,individuals_2016-17,median_taxable_income_2016-17,average_taxable_income_2016-17,individuals_2017-18,median_taxable_income_2017-18,average_taxable_income_2017-18,individuals_2018-19,median_taxable_income_2018-19,average_taxable_income_2018-19,individuals_2019-20,median_taxable_income_2019-20,average_taxable_income_2019-20
WA ,6164,17702,30230,33607,33335,53517,65544,34366,53684,66343,35343,52373,64444,36251,50900,61911,37470,52684,63232,39075,53982,64094,40552,55355,65914
WA ,6166,5301,29243,35130,5977,52187,69578,6101,51891,69985,6253,51785,68277,6344,51384,66679,6556,52121,68843,6595,52968,69040,6753,55373,71494
WA ,6167,8945,27033,30149,12781,48733,57993,13213,49354,58995,13431,48935,57611,13755,47217,55333,14127,48167,56010,14603,49399,57103,14878,50978,58809
WA ,6168,11942,26827,31692,13119,46538,59053,12883,47790,60136,12521,46594,58874,12316,44787,55961,12406,45819,56565,12593,47254,57246,12917,47560,57708
WA ,6169,18144,27431,32916,20036,47877,61841,19840,48057,62693,19465,46586,60766,19247,45011,58385,19403,46639,58895,19715,47332,59750,20024,48375,60816
WA ,6170,2042,28000,32419,5093,51893,62244,6251,52589,62165,7262,52498,60596,7986,51732,58283,8567,52279,59400,9343,53549,59745,9947,54389,61463
WA ,6171,2683,31638,37011,14752,57794,69572,16690,56900,69100,17979,55130,67385,18724,53410,64675,19695,54299,64954,20681,55783,66211,21423,56775,67650
WA ,6172,5815,30825,34930,7975,51253,64514,7787,51819,65956,7767,50237,64191,7691,48092,60705,7642,49108,61762,7701,50186,61853,7810,51155,62522
WA ,6173,2237,31786,36750,6826,59118,75372,6961,58621,75805,7054,55928,73765,7081,53869,70862,7125,55351,71689,7417,55535,71401,7582,58047,73687
WA ,6174,1054,27942,33413,1614,49496,64142,1860,49293,66339,2178,51416,64440,2473,49080,62007,2767,51961,63456,2995,52231,63712,3266,53971,65701
WA ,6175,1248,27929,33588,1946,53762,69141,2085,54503,71331,2127,54039,70283,2177,51647,65390,2261,52487,65800,2308,53987,67101,2376,53377,68649
WA ,6176,384,26283,35227,491,45114,67027,531,47511,66451,820,48485,61575,1102,49333,57611,1197,49761,59902,1229,53483,64541,1255,53383,64323
WA ,6180,,,,,,,2461,51486,65115,2671,50186,63509,2865,49021,61087,3113,49937,61691,3286,52264,63646,3496,52969,64344
WA ,6181,,,,,,,292,48203,68673,294,48761,66376,285,52439,65340,296,51679,75289,307,55289,74990,313,51542,70262
WA ,6207,338,28565,36617,486,47879,63289,509,46341,63453,517,46091,63344,552,49635,64515,609,48986,64183,595,51787,66003,647,50391,69403
WA ,6208,3862,24129,31786,5724,45011,63342,5936,44857,62579,6060,43700,60696,6239,42491,58524,6403,43500,59697,6507,46407,60990,6703,46023,62290
WA ,6209,,,,,,,846,42430,60180,888,41630,57994,870,40414,56894,905,40027,57135,947,43441,58293,957,45331,62668
WA ,6210,30339,24585,32339,37779,44566,63240,38102,44688,63547,38255,43075,61377,38397,41698,59021,39307,42222,59455,39976,43458,60096,40713,44338,64044
WA ,6211,,,,,,,3325,42812,64408,3597,43071,63424,3786,42676,61111,3972,43791,62697,4223,45607,63001,4362,47015,66313
WA ,6213,428,22974,29774,417,41916,59286,395,44653,60064,393,44915,59776,399,41720,58732,407,42019,59092,397,45559,60178,405,44733,59942
WA ,6214,341,23128,28565,369,41612,59385,405,40473,58320,421,42973,57277,432,44575,58371,422,44598,61815,427,45187,65913,423,46500,62838
WA ,6215,1893,26963,33489,2139,45833,63496,2153,47156,64577,2176,44136,61688,2129,41255,59288,2218,42073,60017,2242,45060,61232,2318,46574,63612
WA ,6218,375,24541,28685,297,36521,50526,285,36982,49878,217,38997,52802,240,32673,45781,244,36384,49381,259,38041,52623,285,39085,51883
WA ,6220,2362,27012,30823,2676,41993,53610,2765,44268,56803,2774,44486,56517,2807,43833,54297,2781,45909,55601,2840,46471,57028,2830,49429,58440
WA ,6224,653,25916,30875,650,44115,61276,658,44564,56860,654,47532,58597,676,43209,59634,714,42670,55002,768,42619,55149,764,46514,57134
WA ,6225,4798,26165,34970,4709,49362,67109,4715,48558,66998,4661,46680,65966,4667,43441,61313,4654,45165,60955,4631,46209,61220,4682,46580,60970
WA ,6226,210,26060,32876,438,51975,71281,471,51722,70999,490,44708,65879,539,48964,65450,562,45656,64605,575,50161,68204,601,54394,69698
WA ,6227,278,27359,30036,440,47514,59488,448,50491,64091,465,48126,62029,454,50963,59694,460,49850,60565,464,54703,62231,483,51160,61727
WA ,6230,20111,27964,33531,24685,46321,62150,24679,46656,63322,24713,45770,61152,24494,44973,58906,24791,45436,60003,25369,46882,61329,25720,48082,62717
WA ,6231,,,,,,,,,,,,,366,49511,64522,289,40675,91721,247,42030,59272,200,41493,60393
WA ,6232,4068,28956,33180,5862,48748,61092,6045,48484,61412,6162,48333,60808,6166,47143,58721,6314,47869,59185,6426,49234,60032,6435,51017,61425
WA ,6233,7060,29019,34452,10666,49602,65014,10945,49575,66174,10942,47983,63895,11216,46679,61527,11563,47383,61371,11782,49558,63253,12054,51133,64502
WA ,6236,1088,26198,31816,1287,43426,62571,1316,42812,58046,1353,42455,57813,1382,41945,58060,1394,41049,58724,1390,45141,61215,1422,47759,109905
WA ,6237,1358,27966,33384,1499,43708,60305,1512,47116,63719,1533,47135,63282,1563,44557,61050,1555,45978,61200,1600,48406,62644,1595,48828,62585
WA ,6239,2184,23006,27110,2630,37674,51774,2645,37414,52512,2655,39019,51260,2675,37491,50003,2694,37795,49979,2692,40677,53358,2768,41659,54383
WA ,6244,957,24178,30249,948,34061,46470,944,37206,47563,985,39417,50969,979,41630,53993,986,41516,53773,974,42582,54554,998,42109,51424
WA ,6251,,,,,,,210,36899,46998,208,36851,46909,217,37217,46197,219,37966,48911,219,40837,52665,217,36666,51629
WA ,6253,363,18750,24580,389,27763,44537,406,29458,43863,412,27552,44242,403,28052,45516,414,33590,44123,409,30696,43635,389,31104,44621
WA ,6254,271,25425,31909,260,39890,52584,249,36469,52740,261,38189,51855,270,37525,54562,268,41229,59422,269,47993,62722,278,43350,60836
WA ,6255,2250,22119,27370,2290,36668,49609,2312,37465,51430,2342,37658,53613,2342,37692,52126,2384,37812,50503,2438,39067,54292,2454,40585,53994
WA ,6258,3998,24556,26979,3928,37395,47103,3905,39078,48005,3989,39205,47544,3945,40178,47781,3948,40538,47555,3905,41430,48401,3937,40689,48784
WA ,6260,1005,22729,24855,940,35671,46221,952,35768,48759,910,38765,53120,898,33651,51278,878,34175,50446,926,32417,45986,934,35690,52097
WA ,6262,405,18020,22038,405,29921,42339,409,34492,48265,433,32474,44349,437,31639,42430,442,33679,40111,419,31316,42065,436,32956,43212
WA ,6271,1404,25078,28218,1798,41710,55119,1873,42736,55270,1865,43069,56349,1965,40893,52059,1955,42539,53935,1956,45158,56145,2031,47136,58428
WA ,6275,799,22292,26803,800,30787,43394,812,32958,44490,835,32865,45332,817,33812,45723,818,33219,45084,856,33269,45762,868,36514,47314
WA ,6280,11261,23184,27602,15537,39371,53988,16025,40509,54200,16438,39945,53180,16685,39174,54840,17157,39937,53039,17405,41375,54111,17898,42688,55922
WA ,6281,3042,24351,30446,4667,40371,58844,4805,42011,61450,5034,40464,58788,5229,40886,56693,5244,41346,59062,5398,44307,59646,5669,44367,61520
WA ,6282,691,24543,36527,926,38393,60177,955,36996,57321,997,37275,57707,974,39304,56816,965,38725,66324,998,40866,62448,1030,41156,65615
WA ,6284,880,22158,21497,1253,39476,52665,1313,40982,58293,1445,41110,52542,1519,39940,51424,1660,43285,55616,1721,42923,54972,1835,45895,57197
WA ,6285,4540,22898,26840,6225,36995,50003,6395,37428,50370,6501,37916,50151,6559,37877,49823,6555,38954,51825,6788,40093,51606,6975,40316,54134
WA ,6286,363,19607,22742,369,31129,42104,395,33507,44234,412,33846,44347,429,32409,41954,469,38100,49456,475,36570,45202,556,35762,50465
WA ,6288,319,18577,19224,342,32367,46755,380,32124,41739,373,31778,41614,384,29506,40454,387,34308,43387,405,33869,40998,427,34629,44106
WA ,6290,948,19947,24691,1000,30208,40969,999,32596,44131,981,29880,40515,970,31234,41180,990,30865,41717,1008,33654,42974,1032,31917,44455
WA ,6302,1793,25236,28992,1997,40115,53722,1978,41126,55006,1997,39431,51225,1957,40596,52288,2003,41080,54136,2022,45176,56402,2070,41679,54656
WA ,6304,944,23435,30058,920,38621,53963,911,42433,58179,929,38858,61190,944,42328,62880,906,43710,65429,925,46315,62598,948,43055,56621
WA ,6306,605,26510,30432,572,41477,55165,587,44597,66103,577,40467,52115,590,40593,53936,594,45128,59074,600,48002,65017,607,44461,55720
WA ,6308,837,25506,32585,899,43258,56076,870,47598,63401,881,42221,53194,882,43973,56852,892,46183,58329,918,47501,63514,924,42736,56531
WA ,6311,281,25188,29291,295,39911,49318,303,50807,58017,304,44085,54381,329,38171,50858,323,42297,54688,322,42941,58188,335,43480,55230
WA ,6312,2809,28264,31423,2685,43269,52969,2659,44669,54360,2621,43009,52556,2581,44807,53389,2525,45810,54769,2566,48784,57038,2620,44923,55053
WA ,6315,1281,27806,32798,1273,39728,50382,1234,40889,51692,1191,38763,45301,1176,37599,45999,1215,42293,50257,1237,43743,52461,1227,43081,50851
WA ,6316,,,,,,,212,49857,72371,209,43151,53484,212,43847,57893,215,45848,63106,212,54319,74142,206,42910,63850
WA ,6317,2403,29173,31765,2336,41267,48680,2310,41968,49831,2345,41862,46656,2320,42765,48457,2313,43901,51538,2352,44138,52029,2403,45619,52958
WA ,6318,296,28724,35842,286,42980,62200,273,41925,64697,283,37184,49541,282,41555,50400,282,44776,56369,299,48178,60712,289,41822,55189
WA ,6320,402,29150,34749,358,39230,51455,345,44827,55898,348,44925,50623,360,47546,54001,353,51803,59524,357,48505,56239,354,43135,53592
WA ,6321,363,22710,27353,314,31297,42802,312,33549,42059,300,29212,38922,308,30511,42183,298,38220,46313,293,36110,47284,304,38471,48473
WA ,6323,444,20181,23458,522,37076,45067,514,37560,44816,541,37129,44982,560,36351,44563,579,36599,44869,584,36912,44663,585,39914,47284
WA ,6324,1929,21552,25358,2002,34810,43673,2059,36172,45609,2055,36777,45787,2113,36588,45832,2094,37755,47531,2130,38762,47149,2133,40316,48724
WA ,6326,308,20339,21925,328,26380,37232,313,34820,40380,342,34673,42743,337,36981,41336,349,35300,43910,357,32491,41967,359,32185,42788
WA ,6328,295,20339,28630,280,37279,51482,290,37225,49509,285,36995,51616,289,37148,55269,294,45042,59263,289,37446,43576,280,45364,53396
WA ,6330,16950,23299,27810,19825,39251,49312,20268,39967,49880,20645,40547,50633,20865,40138,49778,21222,41493,51100,21397,42563,52432,21996,42800,53262
WA ,6331,,,,,,,,,,,,,469,42600,54347,431,39695,54374,372,39859,51593,321,40238,54123
WA ,6333,2691,19555,23194,3390,32378,45515,3449,33546,46446,3538,33223,44737,3573,32448,43490,3576,32663,44826,3601,33029,45217,3627,34448,48368
WA ,6335,559,27679,30824,475,47319,64705,477,48622,65502,480,47219,58554,483,50159,60761,455,52690,67573,451,55988,72989,459,53863,64028
WA ,6336,257,24244,27562,218,38588,54430,227,46376,61408,204,39806,47939,,,,,,,210,43604,55000,207,49110,59466
WA ,6337,529,24842,25078,409,48379,66688,413,55023,67562,395,46494,61425,418,50314,61799,403,51630,64715,411,46687,57668,390,40868,52897
WA ,6338,457,23769,31569,473,41261,62159,484,42263,58573,471,44088,57841,478,48280,62983,470,48266,69153,463,43847,58014,493,44266,63152
WA ,6346,548,20020,23171,541,41498,60987,521,55492,70940,480,48953,61729,509,47741,59630,520,55205,65716,484,49396,59990,493,40576,52559
WA ,6348,266,14224,22077,570,50805,67744,499,47396,63839,470,41742,59133,466,43730,61609,407,39442,54824,446,38352,56182,540,45791,59708
WA ,6350,317,26879,30542,269,47243,59224,286,52398,63683,297,43810,52607,292,40716,46776,281,49604,55718,277,52818,62415,280,43872,49043
WA ,6353,603,33190,27060,552,47366,58081,560,52100,66084,556,44765,54326,549,48722,58747,551,50381,62133,558,51204,60894,561,46141,53185
WA ,6355,473,24865,28313,400,52160,79141,395,63244,91955,387,54962,84788,395,47733,65997,366,61225,80434,372,61891,80085,368,52403,62316
WA ,6359,352,19061,25450,320,48448,65379,323,52155,72654,326,44410,58405,336,48048,58740,323,56463,72757,327,56694,80205,307,45952,56992
WA ,6365,425,25186,27046,343,50598,64478,368,52314,65798,355,46853,59004,350,46133,53696,351,52670,63092,352,56537,68715,358,42269,51303
WA ,6367,297,25740,27643,235,44400,60205,235,50170,63332,235,47127,56542,232,39658,48153,236,42467,58119,228,50150,64941,216,51737,61908
WA ,6369,576,24504,27728,489,44414,57508,500,49077,65941,490,45636,56014,487,41909,52022,471,49260,61531,468,56059,75915,463,46214,60206
WA ,6370,342,21250,28047,329,43838,55030,331,48413,55972,331,39063,49376,317,43826,54870,318,50987,60424,322,50465,62785,297,44582,56447
WA ,6375,692,27068,29752,669,45892,58509,689,51113,63946,684,48323,59459,641,45920,56289,637,51775,64417,635,56271,73189,642,48791,60407
WA ,6383,659,29448,36117,577,49055,69369,571,56827,75988,574,48846,63220,557,47650,59902,578,51595,66789,572,52492,74814,537,50238,65676
WA ,6390,723,29169,35618,978,67091,75522,996,64286,74528,961,61353,73264,951,62710,73511,993,62988,71426,967,59710,70232,974,60828,73833
WA ,6391,689,29903,36512,696,41639,53108,713,46711,61519,693,44152,56628,693,48644,61844,670,50857,67120,670,54440,72493,651,50811,63965
WA ,6392,393,29839,39364,358,41850,51459,355,48661,56122,342,42810,51960,340,48914,62397,341,47815,61814,351,53006,71903,349,45579,60237
WA ,6395,1687,26366,30774,1450,35666,46039,1426,38802,50027,1395,37152,47186,1393,41560,50185,1388,43836,53371,1366,45396,57664,1329,44846,57378
WA ,6396,225,29061,31205,243,37138,46140,226,37849,47859,232,40270,45464,226,40164,47329,224,45761,54650,231,47376,58169,222,45660,64191
WA ,6398,343,20974,24878,324,27857,38333,294,30143,42289,313,29626,45415,313,26955,41678,331,27270,40566,314,27239,41589,315,30605,44289
WA ,6401,3740,27363,30061,3928,46221,56303,3827,46650,56947,3819,46149,56211,3772,45102,54425,3819,45125,55792,3842,47467,56248,3938,47245,56452
WA ,6405,,,,,,,203,52065,59179,,,,,,,,,,,,,,,
WA ,6407,626,30339,33666,601,49198,56291,587,50948,63196,580,49090,55737,595,50041,57474,565,52119,60281,571,54037,64576,549,52122,60663
WA ,6409,270,20650,27213,247,44865,60048,246,55000,69866,241,43728,57014,237,47061,56861,244,45297,56856,243,56870,73228,233,41410,51437
WA ,6410,578,26145,30530,539,42930,52585,554,42469,57664,540,39448,51000,529,43519,55904,543,46025,58411,529,47879,59850,521,42117,52207
WA ,6415,1884,29586,32534,1672,47211,53924,1689,48618,58134,1680,48714,57331,1632,47999,56919,1627,48835,58902,1592,50864,73365,1597,48615,58410
WA ,6418,505,27591,29831,415,56633,69814,406,57309,74318,400,48139,59610,390,52798,63643,385,53757,65582,387,54420,72393,389,46866,56939
WA ,6426,697,35569,41317,490,51662,72620,456,51992,66844,454,51365,65464,450,50722,61098,422,54686,63224,420,56815,64116,425,54416,66863
WA ,6429,474,29809,36053,389,52985,60774,386,54748,61533,399,51053,59582,385,52007,60270,397,50136,59851,379,51727,61381,403,50839,60897
WA ,6430,12564,36917,42459,13841,62219,72972,13803,63351,73488,13763,64035,74890,13739,62990,74282,13964,64542,75745,14271,66288,77530,14280,68771,79928
WA ,6432,4762,34437,39347,4140,56242,66060,4047,57400,67154,3912,56483,67622,3869,56817,67313,3889,57805,68789,3965,59922,70181,3980,61182,72464
WA ,6433,,,,,,,,,,,,,261,75298,81374,234,77940,84118,,,,,,
WA ,6437,469,45800,49711,235,79263,85714,,,,220,82200,80705,245,92174,85838,254,91633,86598,258,79038,84679,287,86820,88883
WA ,6438,352,29970,33171,318,43800,52682,324,47899,54062,295,46661,54931,311,48830,58786,308,49595,58168,309,53559,58003,314,49781,58820
WA ,6440,350,27600,31895,258,44692,50536,260,42336,50906,253,47168,51976,240,47936,52949,260,50624,62393,248,57842,63580,246,51869,62953
WA ,6442,842,39176,44455,1262,75436,78672,1257,72463,77829,1227,65455,76039,1231,64452,74408,1239,66746,79477,1192,70885,80275,1215,73152,81549
WA ,6443,548,32250,39685,376,42405,52849,387,42484,52914,382,44423,53208,374,44823,51294,359,43614,50887,335,42975,52328,333,46520,56167
WA ,6448,,,,,,,211,36022,47498,206,40390,50559,203,37487,44014,,,,,,,209,37121,48384
WA ,6450,7521,24986,28770,8154,42615,55857,8199,43160,55479,8108,43635,57049,8077,43409,56956,7962,45190,59728,8062,46995,60777,8113,46548,59163
WA ,6460,427,25761,30782,432,40967,59993,412,47241,62218,401,40502,50882,399,45296,57528,405,43076,57009,427,44710,62122,421,44198,55825
WA ,6461,469,26948,29744,411,40681,55472,420,44686,62541,413,39136,55774,423,39997,56422,398,44063,59700,394,53578,70902,391,46076,58407
WA ,6468,256,20036,22349,217,51742,69717,205,45527,59857,209,57560,74007,207,58829,76817,,,,,,,,,
WA ,6475,304,18422,18997,238,44556,49285,251,45893,53681,248,41999,52434,239,51718,64111,234,41092,50511,235,45627,57765,217,36559,50728
WA ,6479,506,17909,19338,388,33781,40123,368,39263,46107,391,45872,54610,382,48033,58205,376,44106,51782,371,58016,69811,353,45663,51767
WA ,6485,354,27776,32584,270,50022,63373,271,50282,66761,271,46659,65642,268,44894,68758,263,46052,60912,277,53777,77811,283,43693,58480
WA ,6501,450,24862,30398,613,46436,61863,612,47619,60777,582,46472,60407,586,47608,59397,607,50324,60448,634,51323,61179,644,50418,61234
WA ,6502,705,21433,25787,761,38681,55493,765,37209,52558,762,38592,51578,735,37175,48125,716,40851,53253,741,43120,54590,729,42836,54129
WA ,6503,1000,21692,23358,1349,35890,46589,1355,37111,47391,1373,37621,47749,1370,37064,47026,1326,38148,47273,1345,40608,50562,1375,41119,50953
WA ,6507,388,30594,32828,374,41763,49337,354,45323,59002,343,40146,48176,343,41737,54573,342,47276,61529,335,50144,67648,348,48078,65042
WA ,6510,1249,27275,30514,1207,42525,51736,1213,44595,53960,1176,42858,52268,1196,45500,55619,1174,47065,55874,1156,48572,59499,1166,47392,54717
WA ,6511,307,22899,30829,317,40240,60599,309,39856,62540,318,37321,60922,332,39276,58146,326,37900,56070,337,40649,61182,332,37847,55096
WA ,6514,401,22005,30292,324,38172,55420,319,37423,60899,317,35625,56100,320,33708,53511,322,36645,52685,309,40534,54713,316,43071,56206
WA ,6515,313,24612,27208,246,38194,49445,241,39450,52983,230,43165,54218,218,49455,58254,209,49928,60848,227,58527,70597,235,49785,57260
WA ,6516,771,23241,29028,1003,42381,60854,1040,43316,61741,1075,39755,59177,1085,39036,53600,1129,39258,56385,1160,39673,56730,1253,42869,58718
WA ,6517,343,28609,33015,303,42240,51518,276,46634,53029,286,43355,53021,294,46966,53379,286,47344,55227,289,48788,64253,283,47326,52322
WA ,6519,441,26298,29746,327,40669,57699,316,37579,51053,323,38440,46938,300,42527,54052,280,47143,49283,285,49310,61795,275,44046,53846
WA ,6521,216,21448,18488,219,29196,41546,224,36589,46942,251,32096,40900,262,35998,45262,256,40403,48327,249,37283,48414,244,41050,51462
WA ,6522,404,28520,41745,310,52669,72187,305,47739,63674,309,40566,51878,326,49392,65182,314,52427,69246,325,60034,81930,316,49186,61881
WA ,6525,1784,23406,28734,2018,45125,65741,2062,43431,63836,2023,41499,59216,1993,40781,57935,2012,41920,59673,2057,45189,62491,2008,43735,60697
WA ,6528,268,21477,23197,296,41332,61628,296,37985,50736,304,36813,45559,292,36197,53110,291,36168,52416,286,41312,65524,283,35856,53175
WA ,6530,17319,26278,31135,19881,46543,60518,19455,46800,59861,19036,46679,59853,18963,45845,58681,18773,47216,59891,19012,48678,61656,19174,48989,61804
WA ,6531,,,,,,,,,,,,,500,43023,58830,438,45440,60214,378,44006,61803,316,45593,58098
WA ,6532,1092,23940,28627,2572,49869,61667,2702,50222,62485,2981,48752,61951,3138,47951,61124,3302,48490,61195,3391,52703,67028,3588,50799,63645
WA ,6535,949,21853,26302,869,35743,50218,891,34277,48081,869,35589,50031,875,38246,51224,853,37933,54553,844,43513,62384,854,40613,55215
WA ,6536,837,21637,26709,877,36474,52153,855,36588,52491,864,33412,49561,866,35151,49513,866,36616,50686,882,37986,53510,884,37773,50316
WA ,6537,454,25388,28331,494,40875,50053,508,41174,49693,494,41361,50496,489,39927,47953,485,39386,48307,506,44448,52061,497,42781,53307
WA ,6556,1110,26585,30413,1233,46003,58707,1232,48371,60092,1227,49546,61552,1215,48058,60960,1247,48904,61331,1295,49731,61992,1304,50699,65162
WA ,6558,488,25919,32157,476,43206,54130,497,44753,54307,495,44739,56179,487,45028,55423,473,44057,53969,464,48680,57087,468,49986,60782
