state,postcode,individuals_2003-04,median_taxable_income_2003-04,average_taxable_income_2003-04,individuals_2013-14,median_taxable_income_2013-14,average_taxable_income_2013-14,individuals_2014-15,median_taxable_income_2014-15,average_taxable_income_2014-15,individuals_2015-16,median_taxable_income_2015-16,average_taxable_income_2015-16,individuals_2016-17,median_taxable_income_2016-17,average_taxable_income_2016-17,individuals_2017-18,median_taxable_income_2017-18,average_taxable_income_2017-18,individuals_2018-19,median_taxable_income_2018-19,average_taxable_income_2018-19,individuals_2019-20,median_taxable_income_2019-20,average_taxable_income_2019-20
VIC,3858,1704,23696,26589,1635,35713,43822,1611,37449,46582,1627,37251,45456,1616,37957,45349,1608,38412,47315,1631,40743,47542,1642,40637,48811
VIC,3859,385,20801,23477,438,35813,45642,450,34766,45136,455,31585,41982,462,34481,41757,478,34983,41238,483,37865,43828,479,39985,46877
VIC,3860,3952,23559,27682,3964,36546,46866,3993,37950,48685,4048,37776,48042,4023,38099,48347,4027,38946,49405,4135,40814,51528,4217,43216,52730
VIC,3862,1731,23281,27034,1721,36026,45851,1739,37900,49499,1779,37919,47962,1811,38969,48168,1861,40123,48971,1963,41358,49025,1974,42056,50408
VIC,3865,293,23824,25130,295,38071,41132,287,39251,44656,298,37737,42158,306,39059,42375,301,37705,41077,326,38438,42134,353,36883,42925
VIC,3869,1229,28131,34044,1019,40634,55315,1038,40735,56071,1043,41350,58231,1053,42797,57032,1069,42922,57818,1073,44158,58192,1095,45717,59395
VIC,3870,702,22737,28752,684,36624,45791,672,35224,45449,698,35457,46340,698,34939,45997,693,35567,47676,694,38175,46473,705,41009,49079
VIC,3871,1620,21473,27559,1537,34023,44397,1538,35523,45534,1581,34829,44876,1599,36013,47149,1570,37889,48579,1577,39829,51790,1634,41457,55271
VIC,3873,233,26555,29560,214,32747,45310,203,35679,47089,,,,200,39494,47023,206,36438,45716,213,36823,45818,204,37948,47158
VIC,3874,301,20428,25889,323,31930,115980,344,33065,95100,343,36818,138029,333,34169,46314,342,37009,44998,366,35585,93688,371,35219,154158
VIC,3875,9032,24280,27766,9710,35905,42528,9826,36868,43989,9991,37276,44338,10177,37781,44425,10489,38943,46351,10809,40460,47068,10990,41294,48738
VIC,3878,383,22995,31031,536,32702,44846,586,35707,45564,590,33166,44215,608,36256,43886,627,36725,45433,682,39119,48218,693,37658,48050
VIC,3880,1878,21966,27281,1966,31227,40997,1932,31362,41284,1972,31253,40876,2004,31947,42131,2079,33024,44259,2113,34951,46583,2178,35559,48396
VIC,3882,616,21991,25764,601,33498,41150,584,34032,42489,611,34917,42897,631,37778,44645,631,37102,45130,661,39558,46425,697,39803,47442
VIC,3885,999,20280,23227,1040,32109,37028,1018,33765,40377,1030,34327,38436,1043,33536,37951,1035,35727,39958,1061,37365,41444,1070,41105,45892
VIC,3888,1903,21921,26362,1688,33701,42598,1679,34674,42615,1657,33644,42226,1675,34794,46322,1695,36357,43284,1689,36575,43864,1760,37969,48018
VIC,3892,622,19270,25505,584,29310,38374,571,31322,39264,579,30883,39718,572,33190,43433,599,34748,43864,595,36152,46592,624,32961,43568
VIC,3896,244,20531,25610,217,34063,42530,222,36292,43498,228,37588,45443,227,40820,49450,230,43051,48931,237,41044,46985,216,43099,55012
VIC,3898,430,20969,22603,402,28454,35388,399,30259,36966,405,30227,36481,393,34503,39484,429,36953,44333,426,33934,40976,401,38448,45093
VIC,3902,255,22060,25180,220,32753,41282,228,32886,42103,227,35434,43184,232,34294,41465,233,30860,37833,241,38350,44371,244,38620,46722
VIC,3903,377,21312,24832,413,33436,44028,402,36197,44303,412,35714,45992,408,35569,47048,401,38149,50353,413,38300,47397,416,36016,45161
VIC,3904,670,21029,29092,743,31418,42746,784,31944,42104,840,32628,42669,871,32063,42043,924,33657,44301,945,33964,47103,1031,36162,50453
VIC,3909,4052,20504,24799,3892,31200,40246,3886,32850,41103,3974,33028,41059,4013,33145,41394,4154,34088,42403,4203,35390,44176,4254,36602,46838
VIC,3910,11621,29942,33696,13192,42156,48999,13507,43308,50670,13766,44874,52207,13895,46368,53507,14176,48419,56846,14184,50884,58618,14070,51481,59565
VIC,3911,1919,26747,30870,1919,39048,49254,2019,39970,49899,1990,40989,53863,2020,43116,57506,2063,45657,54584,2108,47536,56498,2120,49832,59694
VIC,3912,9001,28494,33497,8958,39586,48898,8985,41226,49259,9155,42212,50826,9234,43839,53054,9388,45372,56166,9413,47629,57284,9335,48830,59749
VIC,3913,1839,27664,32922,2036,39684,50855,2103,41369,52560,2178,41948,54639,2216,43960,56044,2247,45537,59474,2289,47959,59158,2305,47761,60292
VIC,3915,3382,25690,30177,4372,37281,44963,4522,38295,45935,4670,39683,47822,4887,39684,47323,5075,41895,50047,5244,43751,51067,5273,45144,52011
VIC,3916,609,29028,42044,653,37290,65537,634,39135,65548,629,42012,71428,644,42294,75131,634,41974,82249,657,46418,83631,660,43918,87074
VIC,3918,2098,26966,32958,2190,40434,48626,2243,40945,49526,2272,41423,50402,2282,43164,52377,2393,43236,53351,2506,45122,55230,2524,45559,57246
VIC,3919,1511,25429,30034,1589,36702,42643,1621,37469,43766,1709,39457,45120,1781,41199,46252,1803,42505,47540,1840,43401,50294,1844,45011,51674
VIC,3920,798,22689,26021,420,41146,44391,433,41812,45634,433,45894,48557,362,50663,53123,384,50047,53942,471,50504,51075,515,53585,53025
VIC,3922,3258,21128,26262,3879,31105,40144,4006,32088,41215,4113,33382,41861,4461,33077,42453,4736,35400,44288,4873,36340,46020,5211,36509,47410
VIC,3923,330,19965,28707,332,33218,47201,327,31641,42438,347,34547,47358,366,35818,48331,379,34970,48305,395,37816,54304,431,38141,56100
VIC,3925,1556,22763,26828,1844,33893,41497,1879,35741,44520,1996,35959,44924,2039,36728,45161,2171,38412,48757,2240,39457,49668,2394,40771,52295
VIC,3926,1891,26550,32940,1985,38739,56134,2071,39137,56804,2066,39761,60399,2161,40585,62870,2221,43487,70063,2197,45537,69222,2204,45278,75325
VIC,3927,978,28599,36354,973,35492,50979,993,38645,55274,1011,39078,55894,1035,39450,60655,1056,42527,63645,1073,43123,67110,1086,42607,61877
VIC,3928,465,29052,48272,334,39554,107650,339,39850,87169,300,43449,108398,300,39957,75464,301,42139,81406,309,46509,84604,311,38607,86288
VIC,3929,612,27609,47012,607,36834,83352,616,39516,76229,629,40496,92611,650,39294,100314,656,45307,80792,657,44519,95420,698,45128,95978
VIC,3930,11548,31195,44348,10949,44169,72311,11152,46869,73387,11317,48362,77211,11359,49936,77873,11589,51494,81286,11583,52964,85031,11620,54100,85847
VIC,3931,12463,26773,32616,13413,38805,51264,13520,39802,53223,13796,40084,55604,14278,41127,55881,14711,42638,58306,14931,44481,60632,14969,45626,60481
VIC,3933,702,27967,39248,694,35867,56413,708,39503,58506,748,41137,60524,737,40921,64203,749,41352,70504,739,42301,69002,724,45539,77317
VIC,3934,8780,28871,35889,10752,40362,57182,10851,41893,60827,11164,42833,61786,11276,45181,64196,11553,46024,65991,11807,47982,68541,11841,48333,70274
VIC,3936,4985,24075,29678,5608,36207,47739,6011,37426,49939,6416,37684,51002,6816,38292,52894,7112,40378,55124,7245,42295,57567,7431,42593,62389
VIC,3937,1227,28187,40332,1150,38290,66262,1124,38947,64084,1064,41526,73557,1081,41151,66999,1100,45807,76120,1058,44257,71969,1094,47866,108576
VIC,3938,1652,23914,29593,1688,33621,46152,1794,35967,48496,1818,37497,48698,1902,36819,50694,1938,38882,53229,1958,39086,54758,2018,39482,54096
VIC,3939,6335,22690,27385,7233,34407,42327,7386,35562,43638,7606,36377,44572,7802,37296,45239,8043,38656,47515,8238,40087,49056,8371,41397,51102
VIC,3940,1745,19643,24758,1916,30896,38880,2010,32672,40816,2123,34628,40832,2203,34678,41133,2243,35145,43090,2330,37429,44471,2320,38341,45564
VIC,3941,6253,22018,26853,6379,34057,42286,6554,35081,43426,6778,35482,45478,6898,37000,46377,7213,38464,48981,7331,39933,50481,7485,40230,52379
VIC,3942,1455,22984,29532,1347,33216,50302,1358,35542,49082,1416,35770,53279,1434,36557,58197,1505,37001,60476,1534,38745,63708,1564,40090,63509
VIC,3943,1222,24329,39225,1013,34842,61681,1060,35406,77798,1110,35924,109225,1160,37427,92477,1161,38176,115985,1176,39519,88620,1221,40816,107066
VIC,3944,333,40779,111513,436,52430,141172,437,56207,156669,445,54872,167266,449,56137,156079,470,66934,115370,456,62949,175356,491,71845,164813
VIC,3945,550,20663,23593,560,34567,45275,582,34837,44130,588,32852,42762,617,35972,48564,620,38003,50865,622,39538,54987,651,39585,50342
VIC,3950,2292,22868,27216,2489,35468,43332,2456,36528,43732,2494,36278,44947,2539,37088,44614,2679,38390,46152,2748,40265,47696,2759,41343,49282
VIC,3951,648,20100,24535,585,33970,39816,581,35503,41798,595,33101,42002,609,33972,42485,628,35169,42901,654,38287,46106,667,39310,49210
VIC,3953,4374,24641,28308,4427,36366,44389,4447,37242,45607,4480,36786,45277,4585,36866,45522,4684,38461,47188,4718,40445,49448,4737,41545,50766
VIC,3954,,,,,,,225,34357,52393,245,34240,48434,246,33346,47518,255,35243,49923,254,39518,53121,266,41338,54785
VIC,3956,1302,21384,25823,1334,31727,39384,1341,32207,41832,1360,31209,39431,1404,32042,41339,1463,35331,44102,1496,36750,45621,1539,37670,48031
VIC,3957,,,,,,,,,,,,,200,35679,39630,,,,205,35080,39538,207,39034,44493
VIC,3959,754,22057,24808,677,28608,39601,692,29862,41136,687,32304,39663,705,31014,41174,736,33356,42642,744,34157,45489,756,35251,49124
VIC,3960,1541,20353,25816,1457,31672,41348,1467,31775,42345,1450,32471,42360,1450,32164,41624,1465,34053,43706,1466,35391,46424,1535,36403,48845
VIC,3962,508,20393,24512,505,29175,36853,499,28924,37061,517,30045,42055,507,31417,40163,512,33191,41693,490,33495,39649,498,35580,44449
VIC,3966,338,19001,27032,289,32253,44930,304,32839,43754,290,34599,42679,282,28973,41487,296,28660,40207,337,29063,39269,336,33903,44608
VIC,3971,2393,21453,25929,2115,33999,42145,2097,34950,43348,2077,34033,43697,2073,32945,39806,2123,34866,42121,2127,34691,42178,2221,36019,42867
VIC,3975,2189,34223,34652,7570,44707,49157,7916,44655,49600,8308,45708,50585,8782,46127,51577,9228,47532,53076,9607,48516,54152,10162,49340,55690
VIC,3976,11742,29238,29999,13307,40477,43248,12349,39998,42447,12638,40413,42897,12986,41275,43518,13386,42389,45021,13608,44180,46443,13798,44848,47193
VIC,3977,24738,29073,30860,43173,42282,47203,46397,43237,48025,50705,44029,48996,54636,44784,50080,58372,46095,51539,61709,47556,52672,64012,48226,53663
VIC,3978,724,26658,49160,3108,46065,50741,4449,46845,51254,6021,47505,52241,8718,48380,52843,12690,49557,54660,17337,50754,56014,21562,51075,55953
VIC,3979,263,21086,25336,221,32412,36571,202,32831,38856,,,,220,35617,42271,223,35264,43330,229,37146,40966,234,38630,45675
VIC,3980,1618,27026,30242,1782,42212,47579,1848,43076,48625,1895,44156,50900,1982,44882,51416,2015,47455,55082,2072,49792,56936,2083,50073,57763
VIC,3981,2002,23828,28272,2364,37455,45171,2501,38882,46951,2688,42117,49690,2753,43216,50744,2834,44668,51735,3041,45595,52150,3126,46664,53029
VIC,3984,2186,22280,26248,2362,33996,39985,2400,35677,42903,2604,35098,42285,2798,35995,42870,3060,39180,46069,3367,42263,50039,3670,43394,50921
VIC,3987,797,24650,26996,825,34585,42915,819,37001,44393,838,36310,43081,860,41475,47275,894,46323,53778,911,44041,52029,935,47500,54159
VIC,3988,615,24141,25930,651,31926,40054,672,32065,45862,692,31192,39411,641,33115,41002,653,36737,45076,676,37640,44434,699,38434,47266
VIC,3991,213,20523,25024,206,27573,32313,204,27882,33855,213,27743,36012,219,28160,34322,233,32260,37260,247,35735,42738,256,32759,42141
VIC,3992,228,20946,25458,383,31477,37240,401,33198,38713,447,33752,39937,511,33860,41896,514,38613,46238,543,36947,45108,611,38732,48433
VIC,3995,4487,22165,25579,4900,32854,45661,4977,33874,40375,5034,34161,40679,5203,34179,40823,5406,34636,42294,5598,36553,44399,5820,37999,45934
VIC,3996,2146,22053,26784,2796,33802,46120,2900,34654,45777,3031,34481,47311,3127,35522,47293,3286,36578,49951,3423,38561,51452,3593,40414,55734
WA ,6000,3007,29236,41675,9309,54191,82628,9712,53748,82784,9749,49075,75671,8890,46265,67146,8711,49996,70906,9050,50436,71172,10003,50156,72364
WA ,6003,2165,27160,33993,3651,42589,58913,3508,43664,59822,3219,45639,62303,2995,45517,61495,2928,48337,63781,2900,50304,64310,2944,51693,69211
WA ,6004,2964,29828,40575,6920,52837,79340,7621,49511,75050,7713,47698,72241,7569,48495,71400,7535,51746,73636,7844,52368,73208,8158,54836,76823
WA ,6005,2603,31028,42721,4314,59673,87075,4318,53821,77407,4160,52656,76353,4106,52929,73960,4173,55703,78391,4301,57740,82551,4342,59115,79692
WA ,6006,4680,32011,39964,5740,55354,77317,5680,56662,79369,5692,55437,76666,5775,54669,75084,5943,55718,77317,6006,59200,80781,6115,60348,81766
WA ,6007,4105,34316,44227,4980,60907,88149,5127,57269,85368,4863,60852,87822,5053,59885,84712,5166,62424,89251,5194,64526,89949,5440,66760,94199
WA ,6008,8871,36410,52397,9771,62524,102146,9824,61678,101644,9885,59500,96103,9941,58778,91425,9933,60657,95806,10078,62726,99931,10270,63618,99714
WA ,6009,11533,34652,62279,11670,58379,133958,11651,57645,131917,11418,57320,130585,11273,55063,144599,11342,56661,134166,11273,57806,141823,11488,58014,148875
WA ,6010,10157,35319,58904,10912,58582,110909,10971,57603,109963,11041,56836,109929,11174,56734,108739,11345,59504,117648,11666,60057,117531,11989,61500,118087
WA ,6011,6374,38611,70474,6525,67741,152792,6484,69228,144273,6443,69783,150230,6431,68586,155264,6486,72947,167090,6484,76381,179403,6581,76567,325343
WA ,6012,5172,30225,57843,5828,55679,123871,5698,55878,115752,5616,55561,121898,5612,55772,121769,5584,57387,135222,5591,58620,137165,5688,58872,136851
WA ,6014,11889,31360,43288,13519,54388,90505,13543,55218,91247,13378,54722,91009,13524,53824,88291,13802,54283,91541,13933,55582,96143,14319,57596,96250
WA ,6015,4727,37721,64118,4693,66039,127102,4730,63850,130228,4709,63562,127170,4784,61899,120958,4802,63201,130267,4729,65743,152668,4845,64828,134673
WA ,6016,5247,31571,39254,6375,53244,74136,6378,54090,74407,6302,54392,74913,6382,53312,72756,6552,54767,75502,6675,55954,77253,6849,57238,79991
WA ,6017,2416,28378,31432,3222,47697,56287,3176,48316,58350,3000,48396,58367,3067,46221,55994,3113,47554,56689,3175,48647,55296,3341,47215,56003
WA ,6018,19632,30216,37416,24454,54364,76010,24706,54856,76069,24776,54262,74799,25177,52846,72387,25760,54534,74262,26080,56299,77373,26525,58757,78635
WA ,6019,12936,30443,37752,15293,55012,77364,15507,55362,76005,15355,55361,76317,15310,54976,73678,15352,56843,76347,15772,58356,78599,16228,60787,80098
WA ,6020,15011,29844,39782,14526,52716,82523,14387,52600,80017,14378,51794,79581,14389,50628,80368,14401,51651,79842,14447,53789,86614,14600,55281,85240
WA ,6021,9983,27999,32089,12958,50016,66005,12952,49123,65033,12749,48705,65233,12600,47205,61944,12675,47902,62954,12685,49387,64364,13007,50629,66724
WA ,6022,3536,28955,32241,3251,47877,58286,3234,48666,59743,3221,47009,56707,3199,46359,55403,3132,47859,56693,3189,47568,58174,3243,49866,60765
WA ,6023,11048,29708,37821,10218,51542,71288,10117,51232,71113,9906,50898,70479,9840,49102,66600,9760,50989,69160,9867,52040,70323,10013,53610,71956
WA ,6024,9568,28867,32079,8848,47132,58130,8542,47871,58915,8376,47424,57846,8246,45644,55651,8262,47185,57709,8193,48980,58537,8399,49802,60303
WA ,6025,20392,29123,34897,20279,50356,70626,20227,50829,70028,19968,49337,67957,19882,48434,65663,19827,50431,67735,19998,51637,70171,20167,53143,70772
WA ,6026,15708,28970,34584,14895,49651,64079,14634,50186,64785,14507,49485,63467,14406,47655,61905,14318,48861,63298,14258,49303,64261,14467,50898,66476
WA ,6027,26532,27552,32678,27992,48575,63467,27592,48917,63079,27185,48400,61900,26867,46839,60112,26897,47523,60894,26999,49303,62941,27223,50454,65069
WA ,6028,10238,29108,34165,14487,51557,69631,14694,51979,70326,14883,51356,69206,14872,49503,66684,15063,50878,67941,15341,52462,70159,15522,53702,72105
WA ,6029,1906,33306,44583,1989,55850,96638,1957,58050,90048,2033,55448,88477,2025,54894,89705,2067,55954,90496,2046,57238,95882,2053,62917,96061
WA ,6030,14315,25789,30193,22660,46753,60495,22864,46953,60921,22860,46379,60416,22863,45363,57823,23432,46632,59219,23874,48310,60351,24357,49099,61905
WA ,6031,3345,29118,31647,8444,50450,61228,9295,50530,60544,9753,50291,59591,10003,49015,57594,10332,50744,58858,10655,51698,60202,11000,52219,61502
WA ,6033,290,25416,31771,347,47035,67866,333,44953,60188,322,44930,59588,341,39854,60632,327,37868,64098,322,38599,63785,321,43819,58707
WA ,6034,,,,,,,568,53927,63561,1028,53388,61310,1286,52452,59256,1547,51469,58582,1807,54270,61144,1992,55662,62827
WA ,6035,1283,23214,27504,3716,47410,61358,4307,48616,61318,4819,47968,59773,5109,45645,57500,5450,46598,58224,5650,49316,60143,5888,49741,62045
WA ,6036,1337,29826,31573,7576,50693,62639,8215,49923,62429,8678,48500,60551,8998,47230,57718,9345,48194,59257,9703,49812,60604,10108,51000,62874
WA ,6037,913,22650,28850,1423,43391,59451,1507,44078,60191,1589,41929,58516,1701,43200,57177,1866,45412,58511,1946,47808,60453,2048,47811,62479
WA ,6038,,,,,,,2732,56129,65088,3839,52708,60923,4349,51352,59870,4909,52163,60544,5406,53947,62191,5838,55149,63855
WA ,6041,563,20577,26897,789,41494,60781,840,36672,54967,806,34365,52646,796,32217,49755,787,34741,51624,790,38424,54571,809,38253,55736
WA ,6044,631,22630,29636,742,35296,56934,744,37720,57473,740,37431,52803,797,35783,55841,791,36792,53056,838,38925,57129,811,38037,56502
WA ,6050,9140,32237,45330,10403,54605,93092,10367,55085,91904,10258,54138,90063,10145,52912,84904,10141,55563,91025,10177,56925,92571,10520,58126,94588
WA ,6051,6287,29889,34299,8719,51986,66072,8486,52508,66099,8392,52261,65805,8129,51666,64675,8303,52490,65408,8526,53375,66031,8773,54110,67517
WA ,6052,6089,30330,35773,7252,53223,69694,7284,52306,68877,7135,53328,69124,7139,52375,67510,7151,53782,69834,7185,56102,72728,7301,56627,74205
WA ,6053,7279,29419,33582,8968,52923,66532,8937,52725,66917,8937,52014,65761,9122,52285,64539,9263,54654,66591,9377,55269,67356,9560,57774,70548
WA ,6054,10760,27907,30847,11935,48346,58623,11865,49224,59576,11652,48307,58665,11556,47563,57076,11651,49283,59002,11828,49831,60122,12043,51376,68186
WA ,6055,6627,30067,34964,9714,53986,67792,11130,53769,67295,12787,53061,64138,14143,52026,62453,15581,53110,63411,16968,54372,64125,18401,55565,65738
WA ,6056,20192,27133,30832,22951,48292,59095,22959,48518,59191,22617,47870,58027,22450,46742,56449,22880,47533,57361,23392,49138,58719,23937,49924,60853
WA ,6057,8584,29613,32466,10440,51854,62342,10383,51980,62227,10181,51781,61573,10081,49990,59691,10081,51234,60760,10203,53112,62718,10234,54048,64549
WA ,6058,7284,28649,31248,7710,49872,58269,7656,50152,58132,7490,49073,56885,7391,47840,55131,7469,49318,57106,7634,50345,58752,7815,51331,60353
WA ,6059,11419,27990,33827,14660,46402,63591,14672,47089,64012,14471,45672,62700,14335,44017,61756,14384,44550,61013,14627,46890,63007,15021,47191,63861
WA ,6060,11946,29750,32754,15225,50891,63390,15173,51118,63843,15078,50817,62972,14951,49624,60409,15304,49525,60674,15924,50495,61246,16430,51880,62920
WA ,6061,13381,23640,25894,19928,43303,49627,20249,43592,49534,20640,43052,48537,20898,41082,46335,21461,41813,47120,22231,42850,48016,23038,43492,49165
WA ,6062,20226,27205,31395,20779,44896,54881,20632,44647,54461,20125,43718,53254,19945,42710,51561,20067,43462,52817,20325,44641,54043,20598,46178,55927
WA ,6063,6997,27707,28968,8389,45237,52381,8326,45065,51967,8088,44355,51090,7888,42977,49302,7963,44042,50079,8231,44840,51350,8422,45647,53049
WA ,6064,16157,25421,27323,16919,42366,49197,16673,42639,49273,16245,41875,48282,15854,40654,46915,15864,41393,47548,16202,42543,48456,16473,43103,49537
WA ,6065,17494,28454,32110,36500,50130,61800,37092,50682,62109,37681,49853,60822,38274,48572,58915,39113,49645,59611,40213,50909,61193,40967,52201,63124
WA ,6066,10984,27342,30298,11351,44862,53521,11225,45635,54167,10960,45496,53437,10756,43723,51425,10827,43830,51715,10761,45030,52603,10950,46194,53610
WA ,6069,5870,31051,34689,18798,53783,65568,20494,53869,64610,22349,52782,63259,23283,51404,60668,24191,52404,61903,25373,53579,62837,26359,54542,64834
WA ,6070,2503,28953,38251,2312,49323,71285,2283,50053,72329,2201,48976,74650,2255,50180,76303,2292,52731,74006,2294,54165,77191,2358,54941,80065
WA ,6071,2235,28978,36116,2225,47364,67477,2173,47970,68101,2205,47141,69790,2226,46152,63626,2227,46413,65813,2260,48295,66419,2265,51070,70146
WA ,6072,573,26168,31397,601,46188,61549,598,47509,61235,572,46828,61765,556,42349,57993,562,41921,61531,543,47443,61842,549,49039,63963
WA ,6073,1967,27269,34002,2053,46947,65101,2030,45320,63697,1992,45214,61016,1970,44358,59974,1983,44141,60278,1987,48232,64243,2016,47105,63858
WA ,6074,620,27202,32188,638,47298,60683,628,46784,63334,642,45945,60871,617,46117,57238,643,42949,58814,646,46194,58830,648,45905,59839
WA ,6076,14284,28655,36456,13862,47633,67357,13683,48442,67076,13632,48248,66055,13578,45691,63267,13689,46852,65239,13706,47883,67567,13714,49798,69086
WA ,6077,,,,,,,601,46840,75360,669,43436,71890,690,42810,79766,721,46463,66259,766,41819,62670,836,43946,64672
WA ,6078,,,,,,,419,49868,70380,459,43414,63270,450,45289,64020,500,45210,65136,510,42125,66021,517,41568,66937
WA ,6081,2553,29158,35409,2937,50557,65847,2974,49626,65207,2953,48865,64584,2992,47974,63988,3018,49908,65082,3032,51684,68099,3082,55296,68949
WA ,6082,1728,26709,31957,1962,48574,64122,1944,47902,62660,1933,47717,61787,1959,47540,58989,1986,50635,62527,2041,48423,63078,2049,50766,65845
WA ,6083,1884,29566,35908,2248,47040,69241,2288,48058,71119,2293,47819,69454,2293,47776,67833,2300,49195,78229,2336,52871,74388,2348,54269,73608
WA ,6084,2933,27832,32252,4433,48971,64200,4593,49829,63714,4787,48082,61046,4872,47643,60025,5013,48894,61592,5124,51170,64363,5256,53108,65371
WA ,6100,7094,29143,33979,10168,51465,68197,10286,50453,67284,10142,48848,64894,9947,48139,62203,10039,50352,64690,10256,51281,67267,10481,52631,70903
WA ,6101,7858,29072,32792,10725,49848,64345,10756,50333,63264,10498,48636,61768,10385,48689,60649,10382,50569,62930,10509,51847,64576,10864,53196,66490
WA ,6102,5070,22562,27235,7493,38478,48839,7338,37736,48563,7031,37406,48013,6846,36315,46415,6994,36775,47482,7398,37502,47886,7899,38213,48324
WA ,6103,3682,27953,31040,5663,48860,61155,5922,49878,63080,6305,48793,60035,6393,48576,58761,6534,50630,62298,6727,52045,62286,7059,52546,62966
WA ,6104,6677,29027,32892,8829,50337,64269,8774,49273,64364,8746,48351,61402,8707,47461,58334,8829,48719,60096,9001,49950,60990,9273,51592,63028
WA ,6105,6593,27282,29915,8544,47021,56286,8656,46697,55217,8741,46163,54516,8735,44818,51890,9047,45999,53656,9328,47274,55310,9640,48807,57417
WA ,6107,16409,26570,29241,24812,44635,53289,25260,44821,52840,25622,43129,51555,25894,41532,49338,26363,42455,50350,27589,42784,50856,28735,43029,51541
WA ,6108,13890,27999,30851,14295,45899,54061,14052,45773,54011,13711,44657,52910,13268,43426,51127,13229,44494,51836,13290,45475,52736,13519,45707,53312
WA ,6109,5407,26420,30382,6290,44460,52525,6364,44553,51235,6297,42921,49820,6447,41484,48367,6560,43661,49915,6705,44289,50840,6941,44756,51694
WA ,6110,16209,27605,29888,21843,47310,56079,22089,47649,56516,22327,46910,55535,22531,45856,54066,23075,46767,54630,23765,47847,55432,24352,48349,56322
WA ,6111,12607,27181,31833,13501,46724,58351,13531,46863,58264,13483,46325,56535,13234,45200,56364,13315,45748,55956,13462,46709,57476,13549,47803,59113
WA ,6112,16083,26441,30064,27995,49500,59387,30028,49873,59467,31860,49373,58272,33409,48235,56465,35103,49693,58122,37067,51441,59377,38807,52450,60728
WA ,6121,1310,30749,36104,1802,49708,66212,1767,50341,66679,1861,48351,65758,1883,45709,59696,1949,46781,64852,1950,48887,65481,1970,51827,67784
WA ,6122,2637,28346,33137,7762,53441,72568,9008,53828,67371,10258,53246,63532,11021,51759,60674,11489,53070,62146,11994,54524,63673,12503,56328,65769
WA ,6123,782,27015,31918,913,46378,59777,910,47891,60729,1024,46997,58111,1191,48875,56542,1266,50763,59590,1343,52005,61057,1385,52306,62368
WA ,6124,441,27735,33562,707,47028,61844,712,47028,64423,710,47633,67564,733,47669,62726,728,50770,65063,727,53931,66677,748,55563,69336
WA ,6125,1221,27564,33882,1726,48638,66143,1782,49393,67866,1801,49449,66648,1841,46595,66171,1872,48243,62222,1951,49683,63574,1984,50314,65548
WA ,6147,8050,27196,29226,9091,43780,51692,8962,43460,51486,8804,42585,50300,8600,41877,49171,8689,42166,49864,8858,42655,50179,8971,43185,51468
WA ,6148,10176,28493,36340,11222,45991,65990,11091,45748,65259,11030,44775,63415,10979,43385,62481,11148,43608,66142,11232,45081,65399,11478,45852,66451
WA ,6149,12862,28820,36028,12792,46700,63951,12638,46972,64498,12313,46699,64632,12118,44719,61602,12072,45190,62534,11946,47791,65517,12062,48890,66886
WA ,6150,8204,27177,36111,8948,42956,66158,8834,42869,64596,8632,41611,63180,8482,40120,60871,8398,41157,62343,8439,41758,63999,8494,42810,65515
WA ,6151,10120,33419,47569,11581,56965,96174,11420,56657,94990,11281,56576,90669,11223,54264,87011,11248,55201,89611,11191,57094,92594,11582,57701,93796
WA ,6152,14187,29931,37855,16130,50982,74892,16059,51291,72705,15856,50613,71855,15670,48733,69292,15837,49913,70795,15882,51472,73468,16292,52383,74431
WA ,6153,12631,32311,48875,14206,53273,103865,14233,52904,111865,14059,51669,94974,13897,50635,93436,13896,52464,94497,14024,54430,96580,14372,55506,102324
WA ,6154,6124,29451,37874,6399,49586,73725,6390,47812,70619,6321,47737,70468,6360,46928,68871,6309,48967,71766,6371,50637,73315,6542,52086,74070
WA ,6155,25093,30340,35003,32347,48226,61732,32150,47594,61380,31741,46431,59942,31586,44938,57717,31747,45870,59154,32135,47558,60552,32694,48719,62191
WA ,6156,9401,30782,39540,10298,54495,84056,10300,55358,81809,10351,53857,81883,10395,53322,79230,10643,53882,82431,10780,55331,82185,11095,56623,83295
WA ,6157,7904,31358,38517,8693,53466,75450,8735,54324,76193,8678,53203,74037,8616,51784,71586,8664,53211,75031,8706,54657,76489,8929,56564,78017
WA ,6158,4517,33233,43872,4782,57980,90041,4871,56588,87497,4936,55251,90763,4952,53387,85053,4968,55905,91007,5011,58570,90481,5012,59394,94021
WA ,6159,1928,35003,53692,2282,63063,106728,2309,62416,100933,2368,60639,101510,2457,58867,105522,2529,60596,102909,2586,58673,98563,2618,63241,101738
WA ,6160,4759,30508,40313,5892,48418,72326,5838,48042,71876,5642,48267,71005,5695,48335,70268,5756,49505,73114,5845,51727,78544,6151,51651,77308
WA ,6162,5526,27714,35509,7041,51361,71801,7158,50070,72912,7200,49077,70944,7119,48005,69034,7347,49252,71417,7360,50499,74412,7539,52433,73423
WA ,6163,27248,27324,31854,30058,47440,61664,30392,47983,61745,30594,48018,61244,30878,46602,59595,31584,47679,61299,32540,49282,61876,33117,50706,63535
