year,postcode,total_population,median_total_personal_income_weekly,median_total_family_income_weekly,labor_force
2021,2096,14955,1389,3469,8688
2021,2097,15991,1063,3067,8471
2021,2099,42917,1009,2604,23226
2021,2100,21973,1040,3092,11455
2021,2101,19885,1035,2827,9996
2021,2102,8379,1060,2925,4136
2021,2103,10877,1020,2824,5337
2021,2104,3807,876,3050,1449
2021,2105,2008,1125,3122,956
2021,2106,9659,1126,3054,5166
2021,2107,15422,1045,2972,7359
2021,2108,1740,1275,3261,775
2021,2110,9846,1243,4584,4375
2021,2111,15456,1198,3178,8232
2021,2112,38026,985,2509,19244
2021,2113,27637,1013,2661,14674
2021,2114,25267,990,2467,13181
2021,2115,12686,812,2317,5689
2021,2116,7274,792,2199,3314
2021,2117,22185,757,2176,9687
2021,2118,27888,791,2181,12221
2021,2119,12458,1090,3368,5907
2021,2120,20988,997,3025,10521
2021,2121,34209,956,2538,16718
2021,2122,31187,784,2248,14373
2021,2125,16620,1032,3264,8216
2021,2126,19082,940,3098,9248
2021,2127,23198,1160,2385,13048
2021,2128,3600,857,2055,1060
2021,2130,7288,1317,3076,4318
2021,2131,23012,890,2256,11925
2021,2132,10755,835,2526,4995
2021,2133,10929,807,2318,4961
2021,2134,18224,707,1862,8467
2021,2135,25915,815,2423,13347
2021,2136,7763,827,2285,3610
2021,2137,27726,1055,2784,13924
2021,2138,19686,1073,2535,10556
2021,2140,20766,913,2169,11034
2021,2141,32425,705,1825,14060
2021,2142,27993,666,1661,10685
2021,2143,9774,594,1714,3470
2021,2144,39333,580,1440,13300
2021,2145,87531,849,2296,38193
2021,2146,19456,853,2278,8895
2021,2147,37285,794,2211,16542
2021,2148,67483,763,1981,29215
2021,2150,35254,970,2262,18480
2021,2151,21204,900,2344,9886
2021,2152,11261,941,2414,5295
2021,2153,62610,979,2794,30336
2021,2154,40874,931,2858,19349
2021,2155,75699,1103,3128,39587
2021,2156,13403,940,3019,6521
2021,2157,4042,879,2612,2058
2021,2158,8937,918,2898,4173
2021,2159,5148,893,2727,2461
2021,2160,39388,603,1661,12855
2021,2161,34379,511,1493,9497
2021,2162,20306,513,1580,6033
2021,2163,10544,461,1271,2551
2021,2164,21273,496,1570,6443
2021,2165,45046,456,1337,11460
2021,2166,54184,474,1391,16957
2021,2167,10536,844,2203,4659
2021,2168,45023,501,1510,13789
2021,2170,114479,644,1799,41534
2021,2171,38882,786,2369,16775
2021,2172,2892,1184,3233,1596
2021,2173,14544,1049,2642,7690
2021,2174,12080,1008,2619,5564
2021,2175,1790,764,2337,727
2021,2176,50022,519,1714,16870
2021,2177,17154,513,1611,5751
2021,2178,4170,751,2320,1785
2021,2179,16262,918,2303,7206
2021,2190,27559,498,1651,8149
2021,2191,6555,672,2056,2575
2021,2192,13781,640,1737,5155
2021,2193,17778,885,2316,8623
2021,2194,26132,652,1600,9993
2021,2195,27103,532,1298,7805
2021,2196,33743,560,1635,11184
2021,2197,10121,533,1575,2951
2021,2198,9843,647,1923,3338
2021,2199,19651,524,1592,6191
2021,2200,48003,548,1490,15604
2021,2203,13946,1158,2774,7789
2021,2204,26567,1075,2711,14408
2021,2205,25338,960,2259,13108
2021,2206,19730,818,2464,8680
2021,2207,28382,754,2214,12168
2021,2208,12881,716,2167,5417
2021,2209,15825,681,2002,6543
2021,2210,33262,714,2111,13777
2021,2211,17610,761,2261,7688
2021,2212,17184,750,2211,7182
2021,2213,23290,843,2440,10572
2021,2214,4074,806,2326,1831
2021,2216,28027,796,2050,13352
2021,2217,28673,861,2211,13692
2021,2218,16182,763,2036,7686
2021,2219,13771,884,2422,6183
2021,2220,33761,707,1846,15690
2021,2221,17065,851,2512,7713
2021,2222,12660,808,2094,6055
2021,2223,21403,975,2699,10538
2021,2224,14559,868,2442,6548
2021,2225,5560,1116,3447,2823
2021,2226,13054,1064,3028,6566
2021,2227,15364,1032,2822,7969
2021,2228,21001,938,2472,10193
2021,2229,30943,1033,2870,15470
2021,2230,30690,1156,2860,16707
2021,2231,2528,811,2299,1207
2021,2232,35304,1040,2655,18410
2021,2233,29960,960,2683,15202
2021,2234,30648,984,2901,16000
2021,2250,71168,771,2102,32991
2021,2251,33721,763,2192,15168
2021,2256,16039,654,1758,6320
2021,2257,30403,697,1871,12295
2021,2258,5253,822,2234,2686
2021,2259,66236,699,1875,28464
2021,2260,25845,920,2528,12538
2021,2261,55129,722,1908,23890
2021,2262,21411,657,1596,8700
2021,2263,24554,615,1492,9148
2021,2264,16162,662,1656,6397
2021,2265,7464,733,2030,3289
2021,2267,2920,680,1670,1139
2021,2278,2565,798,2070,1360
2021,2280,27183,761,2096,12461
2021,2281,15323,680,1825,6382
2021,2282,16146,826,2287,7741
2021,2283,24419,694,1810,10134
2021,2284,12612,762,2063,5757
2021,2285,33869,839,2171,16917
2021,2286,4690,759,1985,2275
2021,2287,40845,774,2117,19901
2021,2289,20257,943,2545,10636
2021,2290,34912,835,2242,16967
2021,2291,14279,1097,3010,7839
2021,2292,2622,913,2239,1446
2021,2293,3302,1080,2556,2040
2021,2294,2061,930,2324,1105
2021,2295,8091,745,2097,3358
2021,2296,2026,995,2315,1242
2021,2297,1801,914,2433,1025
2021,2298,10141,778,2129,5128
2021,2299,11905,739,2035,5635
2021,2300,12058,1143,2771,7142
2021,2302,1411,1051,2319,764
2021,2303,9710,861,2460,4754
2021,2304,15807,807,2104,7827
2021,2305,13108,944,2565,6763
2021,2306,3421,462,1007,793
2021,2307,4537,681,1629,2100
2021,2308,1358,302,0,493
2021,2311,913,627,1687,411
2021,2312,1500,564,1379,613
2021,2315,15287,661,1640,5942
2021,2316,6577,629,1579,2656
2021,2317,6553,623,1498,2392
2021,2318,13667,774,2052,6361
2021,2319,6887,562,1365,2483
2021,2320,39163,794,2108,18625
2021,2321,19857,874,2176,9861
2021,2322,24373,816,2090,11947
2021,2323,26051,752,1967,12196
2021,2324,25443,631,1482,9810
2021,2325,31073,635,1646,12082
2021,2326,7871,642,1655,3270
2021,2327,7830,634,1589,3207
2021,2328,2506,753,2042,1225
2021,2329,2138,600,1478,867
2021,2330,21445,802,2272,10381
2021,2331,581,936,3374,401
2021,2333,13795,761,2001,6040
2021,2334,3349,803,2207,1674
2021,2335,8124,916,2421,4183
2021,2336,2589,757,2026,1242
2021,2337,8060,823,2062,4070
2021,2338,1403,569,1385,591
2021,2339,718,687,1597,348
2021,2340,52436,784,1879,24016
2021,2341,1478,498,1214,486
2021,2342,465,749,1763,240
2021,2343,4858,660,1599,2003
2021,2344,674,772,1941,388
2021,2345,707,765,1857,372
2021,2346,3033,571,1414,1208
2021,2347,1865,482,1204,684
2021,2350,26911,740,1920,11954
2021,2352,2950,740,1738,1409
2021,2353,1201,660,1583,516
2021,2354,3484,684,1588,1616
2021,2355,627,525,1274,258
2021,2356,124,454,974,42
2021,2357,4069,588,1409,1464
2021,2358,3727,650,1535,1606
2021,2359,710,464,1182,231
2021,2360,14995,652,1497,6011
2021,2361,927,477,1159,339
2021,2365,3762,653,1491,1635
2021,2369,871,458,1039,255
2021,2370,7785,542,1354,2943
2021,2371,1158,458,1100,377
2021,2372,4789,515,1248,1817
2021,2379,291,677,1642,161
2021,2380,11118,794,2041,5019
2021,2381,1302,657,1507,550
2021,2382,1381,700,1898,577
2021,2386,293,671,1687,138
2021,2387,201,915,2094,101
2021,2388,2554,699,1683,1073
2021,2390,8540,812,2040,4068
2021,2395,725,457,993,229
2021,2396,834,519,1281,296
2021,2397,286,749,1775,128
2021,2398,248,860,1937,109
2021,2399,623,762,1937,263
2021,2400,9708,859,1989,4116
2021,2401,299,759,1699,160
2021,2402,1745,508,1306,642
2021,2403,719,582,1205,291
2021,2404,1676,489,1120,597
2021,2405,500,749,1875,190
2021,2406,705,784,1812,317
2021,2408,310,1108,2139,156
2021,2409,1072,502,1266,261
2021,2410,240,497,1218,99
2021,2411,104,1125,2600,55
2021,2415,429,617,1525,193
2021,2420,4016,648,1543,1728
2021,2421,2069,795,2103,1021
2021,2422,5608,557,1353,2107
2021,2423,3297,526,1303,1202
2021,2424,480,453,1312,155
2021,2425,2018,635,1767,871
2021,2426,850,501,1388,332
2021,2427,3463,482,1076,889
2021,2428,25187,561,1300,8488
2021,2429,9650,567,1382,3796
2021,2430,36841,582,1386,13215
2021,2431,5628,537,1254,1872
2021,2439,4031,578,1415,1505
2021,2440,23166,557,1377,8105
2021,2441,4288,546,1395,1742
2021,2443,8739,519,1236,2620
2021,2444,51117,687,1708,21692
2021,2445,7350,666,1579,3050
2021,2446,15054,643,1567,6398
2021,2447,7809,534,1339,2855
2021,2448,9618,528,1324,3188
2021,2449,2165,494,1162,724
2021,2450,47335,694,1730,20509
2021,2452,15260,663,1582,6409
2021,2453,2787,548,1296,1095
2021,2454,7953,637,1613,3346
2021,2455,3185,590,1348,1164
2021,2456,17141,692,1656,7499
2021,2460,31079,590,1428,11496
2021,2462,2529,535,1281,973
2021,2463,8304,563,1381,3076
2021,2464,7058,617,1435,2565
2021,2465,346,593,1346,153
2021,2466,1765,488,1073,453
2021,2469,4359,467,1136,1392
2021,2470,15477,615,1432,6033
2021,2471,2821,599,1503,1167
2021,2472,1987,650,1555,864
2021,2473,3203,623,1424,1180
2021,2474,6492,541,1341,2419
2021,2475,399,465,1125,129
2021,2476,847,510,1264,311
2021,2477,12899,720,1811,5923
2021,2478,32053,740,1850,14217
2021,2479,5780,886,2243,2719
2021,2480,45938,685,1729,20726
2021,2481,13659,832,2115,6741
2021,2482,6967,635,1583,2897
2021,2483,11616,708,1731,5259
2021,2484,20083,612,1521,8224
2021,2485,15349,638,1457,5996
2021,2486,32838,635,1626,13638
2021,2487,15090,767,2073,6742
2021,2488,3523,763,1952,1678
2021,2489,7894,696,1734,3184
2021,2490,690,786,2312,342
2021,2500,43472,778,2137,21575
2021,2502,12551,526,1436,4316
2021,2505,5088,648,1759,2032
2021,2506,7798,568,1541,2888
2021,2508,9346,1007,2784,4843
2021,2515,11745,1013,2833,5720
2021,2516,6798,952,2796,3288
2021,2517,13959,786,2368,6326
2021,2518,19864,728,2047,8775
2021,2519,17227,755,2190,7866
2021,2525,12335,815,2427,5830
2021,2526,16736,784,2317,7781
2021,2527,26072,794,2099,12749
2021,2528,23735,592,1505,8865
2021,2529,29134,776,2176,13822
2021,2530,35038,722,1977,15911
2021,2533,17177,827,2183,7478
2021,2534,5767,834,2278,2681
2021,2535,7993,720,1894,3112
2021,2536,19333,620,1423,7123
2021,2537,12981,642,1510,5087
2021,2538,2580,596,1633,1031
2021,2539,20305,607,1419,7703
2021,2540,48267,633,1537,18768
2021,2541,28038,635,1536,10971
2021,2545,1117,618,1403,462
2021,2546,10066,580,1344,3479
2021,2548,8419,692,1610,3476
2021,2549,4101,652,1621,1771
2021,2550,16936,651,1535,7402
2021,2551,3718,571,1327,1325
2021,2555,168,490,1312,53
2021,2556,2433,686,1912,1031
2021,2557,20103,1028,2508,9909
2021,2558,11099,788,2025,5086
2021,2559,2991,509,1309,791
2021,2560,82543,722,1876,33736
2021,2563,276,788,1968,119
2021,2564,14198,592,1580,4956
2021,2565,31588,838,2195,13788
2021,2566,27796,734,1937,11619
2021,2567,40951,948,2567,21302
2021,2568,1252,687,2034,472
2021,2569,1386,861,2407,680
2021,2570,63663,973,2434,31126
2021,2571,13174,946,2529,6755
2021,2572,5484,785,2077,2522
2021,2573,5777,792,2030,2664
2021,2574,5934,763,2101,2807
2021,2575,17846,800,2123,8725
2021,2576,14189,829,2204,5705
2021,2577,16724,794,2070,7879
2021,2578,2846,663,1650,1148
2021,2579,4646,744,1903,2053
2021,2580,31629,757,1948,14307
2021,2581,2507,1039,2396,1287
2021,2582,13693,1015,2596,7031
2021,2583,4604,657,1690,2048
2021,2584,550,821,2046,252
2021,2585,235,679,1583,100
2021,2586,2871,680,1672,1149
2021,2587,2932,616,1485,1214
2021,2588,299,753,1847,134
2021,2590,7153,586,1426,2639
2021,2594,12150,666,1551,5123
2021,2619,9601,1485,3680,5714
2021,2620,45604,1135,2683,24704
2021,2621,6688,1289,3151,3735
2021,2622,4141,777,1912,1934
2021,2623,611,1011,2211,299
2021,2624,162,916,1375,115
2021,2625,400,1031,2388,218
2021,2626,515,964,2411,270
2021,2627,5263,946,2415,3246
2021,2628,2176,782,1993,1105
2021,2629,534,622,1350,209
2021,2630,8876,787,1981,4143
2021,2631,629,620,1625,266
2021,2632,1892,734,1807,879
2021,2633,321,493,1316,126
2021,2640,39879,838,2061,19446
2021,2641,16550,663,1557,7093
2021,2642,5476,795,2072,2611
2021,2643,2997,673,1612,1284
2021,2644,2442,708,1726,1075
2021,2645,339,527,1562,140
2021,2646,6841,647,1605,2971
2021,2647,2557,638,1562,1021
2021,2648,2671,596,1413,1038
2021,2649,30,739,1792,14
2021,2650,61511,841,2064,30058
2021,2651,3081,932,2031,1667
2021,2652,4757,752,1850,2334
2021,2653,2636,690,1584,1098
2021,2655,1416,642,1755,580
2021,2656,1327,640,1664,589
2021,2658,1488,589,1431,578
2021,2659,871,616,1583,375
2021,2660,1607,638,1544,645
2021,2661,395,938,2408,290
2021,2663,5281,740,1761,1936
2021,2665,2017,613,1413,883
2021,2666,5636,664,1642,2517
2021,2668,404,479,1125,132
2021,2669,1539,653,1552,693
2021,2671,3969,775,1897,1887
2021,2672,1511,602,1426,598
2021,2675,1659,863,1781,849
2021,2678,433,317,2750,198
2021,2680,25339,838,1998,12749
2021,2681,1793,826,2105,971
2021,2700,4873,642,1513,1943
2021,2701,2492,760,1868,1171
2021,2702,793,623,1660,327
2021,2703,744,473,1447,280
2021,2705,10687,763,1841,4786
2021,2706,1030,736,1690,475
2021,2707,1167,843,1812,638
2021,2710,9743,678,1627,4248
2021,2711,3197,713,1685,1482
2021,2712,1375,598,1320,541
2021,2713,2746,651,1484,1169
2021,2714,2921,560,1398,1030
2021,2715,1382,705,1704,598
2021,2716,988,715,1756,423
2021,2717,1205,554,1383,389
2021,2720,8501,694,1755,3765
2021,2721,230,510,1271,79
2021,2722,3418,710,1790,1479
2021,2725,347,519,1199,136
2021,2726,255,754,1825,125
2021,2727,348,778,2232,168
2021,2729,1622,675,1693,782
2021,2730,1335,604,1415,534
2021,2731,7446,684,1731,3273
2021,2732,1877,587,1406,818
2021,2733,598,663,1451,246
2021,2734,472,836,2175,272
2021,2735,408,600,1410,199
2021,2736,419,725,1963,194
2021,2737,822,741,1801,355
2021,2738,2132,920,2262,1086
2021,2739,1414,800,1843,655
2021,2745,31847,1019,2663,17065
2021,2747,54397,880,2171,25339
2021,2748,1798,844,2525,887
2021,2749,17029,897,2304,8369
2021,2750,49204,853,2111,23266
2021,2752,5747,978,2508,3017
2021,2753,17587,817,2180,8464
2021,2754,7065,823,2114,3309
2021,2756,35328,881,2283,17851
2021,2757,850,825,2010,422
2021,2758,8848,922,2556,4690
2021,2759,26434,863,2234,12885
2021,2760,37632,767,1853,14963
2021,2761,34702,846,2258,16122
2021,2762,21780,1154,2775,11137
2021,2763,33197,946,2453,16390
2021,2765,45613,1074,2658,22024
2021,2766,17047,738,2106,6990
2021,2767,23384,747,2108,10130
2021,2768,28864,1006,3012,14178
2021,2769,16315,1207,3281,7836
2021,2770,61494,572,1485,19546
2021,2773,5978,1019,2984,3023
2021,2774,13010,949,2547,6362
2021,2775,1518,640,1792,637
2021,2776,4156,933,2391,2031
2021,2777,17816,893,2404,8614
2021,2778,2425,857,2273,1217
2021,2779,5077,802,2145,2425
2021,2780,13348,687,1790,5664
2021,2782,6428,740,1978,2592
2021,2783,2651,732,1964,1273
2021,2784,1300,729,2075,628
2021,2785,4822,740,1833,2016
2021,2786,1178,688,1774,483
2021,2787,4605,734,1766,1990
2021,2790,15452,637,1644,6141
2021,2791,322,742,1937,150
2021,2792,386,727,1897,199
2021,2793,1074,467,1212,364
2021,2794,10504,618,1459,4282
2021,2795,45077,800,2032,21174
2021,2797,434,804,1800,206
2021,2798,2193,910,2376,1061
2021,2799,4156,717,1847,1895
2021,2800,48283,854,2166,23066
2021,2803,286,646,1375,130
2021,2804,2832,626,1530,1186
2021,2805,408,567,1542,177
2021,2806,862,699,1625,367
2021,2807,450,485,1142,161
2021,2808,216,479,1125,72
2021,2809,202,537,1333,84
2021,2810,3132,580,1404,1286
2021,2817,359,731,1600,191
2021,2818,849,816,1835,421
2021,2820,7378,603,1414,2480
2021,2821,4778,715,1765,1972
2021,2822,433,699,1520,201
2021,2823,1340,754,1661,582
2021,2824,2055,721,1698,832
2021,2825,2202,780,2004,1069
2021,2826,178,843,1937,101
2021,2827,3678,621,1360,1468
2021,2828,798,647,1547,325
2021,2829,2965,671,1543,1079
2021,2830,44963,874,2048,21682
2021,2831,1845,716,1724,857
2021,2832,2149,749,1678,678
2021,2833,634,533,1262,198
2021,2834,1984,475,1188,565
2021,2835,3793,938,2319,1721
2021,2836,895,508,1036,252
2021,2838,223,425,1125,64
2021,2839,1079,591,1278,362
2021,2840,2389,859,1875,1016
2021,2842,720,504,1292,250
2021,2843,1262,595,1480,491
2021,2844,1312,581,1467,508
2021,2845,2019,666,1947,865
2021,2846,253,545,1104,100
2021,2847,2447,576,1549,916
2021,2848,1540,451,1012,391
2021,2849,1610,582,1673,653
2021,2850,19146,754,2093,8915
2021,2852,3734,648,1774,1582
2021,2864,824,729,1875,391
2021,2865,927,738,1921,433
2021,2866,3112,732,1882,1433
2021,2867,636,618,1568,263
2021,2868,579,618,1437,240
2021,2869,1528,540,1367,549
2021,2870,12036,732,1871,5367
2021,2871,8965,715,1682,3969
2021,2873,560,517,1319,257
2021,2874,369,520,1286,147
2021,2875,802,593,1474,350
2021,2876,494,625,1476,209
2021,2877,3575,659,1692,1469
2021,2878,286,871,2031,124
2021,2879,577,496,1096,173
2021,2880,18097,652,1632,7442
2021,2898,445,961,1942,241
2021,3000,43084,768,1857,25902
2021,3002,4896,1532,3733,3078
2021,3003,8025,1058,2406,5262
2021,3004,11482,1343,2727,6939
2021,3006,22699,1171,2450,15613
2021,3008,15495,1182,2461,9443
2021,3011,22278,981,2474,12913
2021,3012,27023,976,2513,14603
2021,3013,15636,1246,3216,8999
2021,3015,18634,1241,3214,10185
2021,3016,16025,1089,3234,8257
2021,3018,13556,945,2475,6710
2021,3019,9682,622,1600,4341
2021,3020,44372,608,1592,18907
2021,3021,55112,494,1343,20252
2021,3022,3170,698,1734,1355
2021,3023,67146,719,2017,29670
2021,3024,34004,842,2077,15772
2021,3025,12962,753,2137,5482
2021,3026,8770,848,2212,4046
2021,3027,9448,1006,2592,4976
2021,3028,28191,746,1947,13291
2021,3029,129888,812,2018,58728
2021,3030,119201,863,2242,56670
2021,3031,17772,1106,2750,10189
2021,3032,29874,1027,2643,16835
2021,3033,15078,759,2257,6984
2021,3034,12388,666,2039,5368
2021,3036,5974,820,2474,2947
2021,3037,51402,749,2176,25376
2021,3038,26703,697,2141,13144
2021,3039,16224,1113,2926,9434
2021,3040,26722,1063,2974,14985
2021,3041,13111,1005,2823,7002
2021,3042,16763,862,2347,8531
2021,3043,17912,700,1881,8026
2021,3044,28701,970,2568,15393
2021,3045,64,262,0,3
2021,3046,36772,791,2053,17533
2021,3047,21478,470,1268,6531
2021,3048,18081,442,1320,5313
2021,3049,9812,738,2123,4710
2021,3051,14953,943,2478,8321
2021,3052,7297,588,2567,3980
2021,3053,16034,658,2064,8499
2021,3054,8186,1197,3081,5130
2021,3055,14746,1004,2539,8863
2021,3056,24912,1086,2807,15877
2021,3057,13262,1251,2838,8945
2021,3058,34906,891,2490,18787
2021,3059,21274,796,2323,10419
2021,3060,14274,592,1677,5645
2021,3061,4977,444,1270,1451
2021,3062,6,1042,1375,6
2021,3063,563,825,2470,284
2021,3064,114413,688,1856,48172
2021,3065,10431,1265,3072,6186
2021,3066,9179,1338,2817,5889
2021,3067,9096,1354,3024,6224
2021,3068,19382,1291,3347,11618
2021,3070,25276,1166,3181,14919
2021,3071,19005,1042,2713,10997
2021,3072,33790,872,2345,18295
2021,3073,51096,741,1983,24395
2021,3074,20234,502,1387,7836
2021,3075,23219,542,1489,9046
2021,3076,33489,709,1811,15040
2021,3078,12237,1138,3206,7013
2021,3079,17055,1105,3128,9308
2021,3081,14003,762,2111,6732
2021,3082,28712,716,1992,14266
2021,3083,31529,680,1940,15305
2021,3084,27045,991,2770,13701
2021,3085,14050,943,2624,7253
2021,3087,9156,872,2417,4637
2021,3088,27181,910,2463,13779
2021,3089,12503,983,2761,7063
2021,3090,2575,1028,3344,1406
2021,3091,1602,867,2646,877
2021,3093,3962,955,2708,1952
2021,3094,9250,964,2544,4736
2021,3095,28373,992,2869,14975
2021,3096,1911,850,2552,1039
2021,3097,1536,917,2878,796
2021,3099,4993,882,2400,2649
2021,3101,24499,1120,3301,12700
2021,3102,6620,1043,3178,3449
2021,3103,15621,869,2550,7154
2021,3104,21302,854,2727,10130
2021,3105,11124,739,2208,5276
2021,3106,16966,781,2419,7764
2021,3107,14164,760,2231,6457
2021,3108,25054,719,1956,11568
2021,3109,30926,701,2071,14104
2021,3111,12644,769,2508,5957
2021,3113,8562,964,3052,4563
2021,3114,3835,958,3464,2016
2021,3115,3843,968,2972,2168
2021,3116,11779,852,2316,6136
2021,3121,31534,1376,3150,20792
2021,3122,22322,1207,3279,13181
2021,3123,14834,1244,3242,8462
2021,3124,21965,1043,3264,11014
2021,3125,15147,681,2242,7410
2021,3126,7773,1101,3591,3699
2021,3127,18608,1076,3241,9830
2021,3128,22841,682,1914,11258
2021,3129,17946,786,2300,8928
2021,3130,33044,849,2488,16494
2021,3131,23191,779,2266,11103
2021,3132,16795,911,2487,8910
2021,3133,22951,753,2265,10661
2021,3134,34607,855,2408,17999
2021,3135,20698,884,2427,10542
2021,3136,46296,841,2240,23386
2021,3137,14558,809,2128,7556
2021,3138,23059,838,2246,11955
2021,3139,14257,799,2093,7507
2021,3140,17348,798,2193,8968
2021,3141,25028,1395,3106,16281
2021,3142,12817,1427,3909,6550
2021,3143,9376,1356,3366,5419
2021,3144,10763,1334,3868,5582
2021,3145,23594,1047,3263,12683
2021,3146,26131,1179,3447,14227
2021,3147,15102,913,2969,7454
2021,3148,9552,880,2363,5042
2021,3149,35340,810,2383,17022
2021,3150,63298,711,2147,28271
2021,3151,10675,676,1972,5015
2021,3152,34940,755,2162,16920
2021,3153,21276,807,2036,10741
2021,3154,4500,815,2285,2319
2021,3155,23660,801,2001,11915
2021,3156,38484,822,2277,20221
2021,3158,6818,895,2463,3726
2021,3159,2593,920,2506,1361
2021,3160,9024,895,2460,4896
2021,3161,16903,1144,3080,8973
2021,3162,18075,1044,2988,9268
2021,3163,32810,1020,2598,18741
2021,3165,30159,927,2640,15473
2021,3166,24753,870,2394,13333
2021,3167,9851,770,2200,4961
2021,3168,21880,606,1778,10972
2021,3169,20820,670,1783,9789
2021,3170,19889,746,2134,9479
2021,3171,22174,558,1470,9385
2021,3172,23261,670,1883,10786
2021,3173,30018,728,2015,14400
2021,3174,39693,622,1576,17381
2021,3175,53545,597,1486,21005
2021,3177,11889,584,1391,4381
2021,3178,33571,839,2410,18168
2021,3179,6066,765,2167,3133
2021,3180,7645,764,2065,3794
2021,3181,19636,1338,3103,12883
2021,3182,22438,1225,2791,14308
2021,3183,17964,1180,2877,10733
2021,3184,15153,1364,3210,9438
2021,3185,13433,1193,3177,7553
2021,3186,23252,1259,3778,11235
2021,3187,16757,1036,3400,7960
2021,3188,18587,1029,3366,9476
2021,3189,6287,939,2503,3224
2021,3190,12007,1025,2788,6410
2021,3191,10926,1090,3376,5452
2021,3192,24129,925,2545,12377
2021,3193,20207,1051,3266,10064
2021,3194,13221,979,2604,7109
2021,3195,37364,954,2745,19910
2021,3196,26876,942,2427,13841
2021,3197,12032,890,2370,6312
2021,3198,17215,809,2081,8309
2021,3199,56127,776,2059,26461
2021,3200,5711,575,1419,2038
2021,3201,21976,817,1993,11311
2021,3202,2826,891,2531,1462
2021,3204,33130,984,2860,17796
2021,3205,11548,1307,3073,6620
2021,3206,10043,1372,3853,5164
2021,3207,17633,1366,3264,9792
2021,3211,1353,750,2178,609
2021,3212,19272,831,2227,9212
2021,3213,4753,832,2319,2506
2021,3214,24500,523,1308,8831
2021,3215,21994,732,1928,10451
2021,3216,60123,782,2203,30086
2021,3217,20499,1011,2329,11660
2021,3218,14942,958,2464,8176
2021,3219,20309,679,1646,9419
2021,3220,17270,948,2649,9091
2021,3221,801,977,2961,419
2021,3222,18576,714,1848,8416
2021,3223,9536,605,1429,3485
2021,3224,15101,740,1907,7093
2021,3225,5408,816,1954,2106
2021,3226,17714,856,2299,8481
2021,3227,5459,1017,2721,2530
2021,3228,24181,1005,2630,12168
2021,3230,3208,852,2156,1460
2021,3231,1571,966,2215,754
2021,3232,1327,893,1952,602
2021,3233,2363,700,1503,1037
2021,3234,237,918,2125,116
2021,3235,515,820,1962,249
2021,3236,257,595,1312,118
2021,3237,276,571,1312,119
2021,3238,251,774,1937,135
2021,3239,491,607,1625,214
2021,3240,2169,955,2573,1196
2021,3241,3072,744,1918,1468
2021,3242,942,782,1914,475
2021,3243,392,814,2038,215
2021,3249,3368,702,1793,1727
2021,3250,12756,701,1701,5923
2021,3251,524,716,1928,283
2021,3254,358,719,1833,172
2021,3260,4801,680,1688,2203
2021,3264,2254,651,1552,1008
2021,3265,2827,840,2067,1525
2021,3266,3047,679,1674,1441
2021,3267,214,794,1770,120
2021,3268,2552,769,1800,1327
2021,3269,676,797,2103,369
2021,3270,322,796,1792,156
2021,3271,188,804,1562,89
2021,3272,1641,600,1396,677
2021,3273,130,924,2194,70
2021,3274,256,619,1521,107
2021,3275,490,875,2184,273
2021,3276,437,763,1891,234
2021,3277,1820,863,2089,971
2021,3278,343,773,1885,183
2021,3279,300,929,2208,168
2021,3280,33298,754,1873,16169
2021,3281,1857,854,2236,1022
2021,3282,2488,762,1818,1213
2021,3283,1423,777,2088,745
2021,3284,3860,749,1942,1646
2021,3285,1255,776,2025,634
2021,3286,532,640,1531,248
2021,3287,418,803,1885,241
2021,3289,804,612,1444,340
2021,3292,191,689,1278,76
2021,3293,336,720,1531,169
2021,3294,967,772,1875,513
2021,3300,10479,695,1657,4734
2021,3301,1267,793,1990,708
2021,3302,356,783,1821,188
2021,3303,282,809,1949,153
2021,3304,2786,645,1567,1181
2021,3305,13344,640,1600,5831
2021,3309,122,492,1275,43
2021,3310,263,482,1166,111
2021,3311,1707,526,1304,646
2021,3312,1023,756,1848,530
2021,3314,569,813,2090,297
2021,3315,1686,624,1607,774
2021,3317,184,905,1833,97
2021,3318,1243,613,1581,540
2021,3319,410,764,1854,192
2021,3321,1780,858,2345,939
2021,3322,176,532,1267,69
2021,3323,91,875,1687,50
2021,3324,577,607,1596,267
2021,3325,456,567,1221,193
2021,3328,2308,826,2294,1158
2021,3329,309,704,1857,166
2021,3330,208,716,1762,99
2021,3331,7202,842,2238,3597
2021,3332,1181,797,2096,600
2021,3333,864,744,1951,408
2021,3334,544,705,2059,264
2021,3335,6195,910,2048,3108
2021,3336,17737,976,2328,8887
2021,3337,40724,675,1676,16839
2021,3338,37062,745,1805,15173
2021,3340,25614,820,2152,12468
2021,3341,1644,861,2384,891
2021,3342,3946,742,1984,1884
2021,3345,1393,844,2210,695
2021,3350,66022,781,2019,31839
2021,3351,9106,721,1921,4427
2021,3352,18922,809,2102,9517
2021,3355,13059,597,1398,4929
2021,3356,15601,619,1428,6389
2021,3357,3797,818,2216,1753
2021,3358,3440,921,2087,1874
2021,3360,803,667,1489,328
2021,3361,695,516,1401,254
2021,3363,3598,617,1569,1430
2021,3364,2272,718,1841,1088
2021,3370,1900,509,1343,720
2021,3371,1090,485,1276,388
2021,3373,2453,591,1503,1025
2021,3374,425,714,1859,209
2021,3375,236,656,2059,114
2021,3377,9602,685,1624,3917
2021,3378,140,1137,2416,82
